EMDH0-EMDU0,EMDW2H20
HOG0-HON1,HOES17G20
HOG0-HOQ1,HOES18G20
HOG0-HOU1,HOES19G20
HOG0-HOV1,HOES20G20
HOG0-HOX1,HOES21G20
HOG0-HOZ1,HOES22G20
HOG0-HOF2,HOES23G20
HOH0-HOG1,HOES11H20
HOH0-HOH1,HOES12H20
HOH0-HOJ1,HOES13H20
HOH0-HOK1,HOES14H20
HOH0-HOM1,HOES15H20
HOH0-HON1,HOES16H20
HOH0-HOQ1,HOES17H20
HOH0-HOU1,HOES18H20
HOH0-HOV1,HOES19H20
HOH0-HOX1,HOES20H20
HOH0-HOZ1,HOES21H20
HOH0-HOF2,HOES22H20
HOJ0-HOG1,HOES10J20
HOJ0-HOH1,HOES11J20
HOJ0-HOJ1,HOES12J20
HOJ0-HOK1,HOES13J20
HOJ0-HOM1,HOES14J20
HOJ0-HON1,HOES15J20
HOJ0-HOQ1,HOES16J20
HOJ0-HOU1,HOES17J20
HOJ0-HOV1,HOES18J20
HOJ0-HOX1,HOES19J20
HOX9-HOF0,HOES2X19
HOV9-HOZ9,HOES2V19
HOU9-HOZ9,HOES3U19
HOV9-HOX9,HOES1V19
HOU9-HOF0,HOES4U19
HOV9-HOF0,HOES3V19
HOU9-HOV9,HOES1U19
HOX9-HOZ9,HOES1X19
HOU9-HOX9,HOES2U19
HOZ9-HOF0,HOES1Z19
MWEZ9-MWEH1,MWES6Z19
MWEH0-MWEH1,MWES5H20
MWEK0-MWEH1,MWES4K20
MWEN0-MWEH1,MWES3N20
MWEU0-MWEH1,MWES2U20
MWEZ0-MWEH1,MWES1Z20
MWEU9-MWEH1,MWES7U19
MWEU9-MWEK1,MWES8U19
MWEZ9-MWEK1,MWES7Z19
MWEH0-MWEK1,MWES6H20
MWEK0-MWEK1,MWES5K20
MWEN0-MWEK1,MWES4N20
MWEU0-MWEK1,MWES3U20
MWEZ0-MWEK1,MWES2Z20
MWEH1-MWEK1,MWES1H21
MWEU9-MWEZ0,MWES6U19
MWEZ9-MWEZ0,MWES5Z19
MWEH0-MWEZ0,MWES4H20
MWEN0-MWEZ0,MWES2N20
MWEU0-MWEZ0,MWES1U20
MWEK0-MWEZ0,MWES3K20
MWEU9-MWEZ9,MWES1U19
MWEU9-MWEN1,MWES9U19
MWEZ9-MWEN1,MWES8Z19
MWEH0-MWEN1,MWES7H20
MWEK0-MWEN1,MWES6K20
MWEN0-MWEN1,MWES5N20
MWEU0-MWEN1,MWES4U20
MWEZ0-MWEN1,MWES3Z20
MWEH1-MWEN1,MWES2H21
MWEK1-MWEN1,MWES1K21
MWEU9-MWEH0,MWES2U19
MWEZ9-MWEH0,MWES1Z19
MWEU9-MWEN0,MWES4U19
MWEZ9-MWEN0,MWES3Z19
MWEH0-MWEN0,MWES2H20
MWEK0-MWEN0,MWES1K20
MWEU9-MWEK0,MWES3U19
MWEZ9-MWEK0,MWES2Z19
MWEH0-MWEK0,MWES1H20
MWEU9-MWEU0,MWES5U19
MWEZ9-MWEU0,MWES4Z19
MWEH0-MWEU0,MWES3H20
MWEK0-MWEU0,MWES2K20
MWEN0-MWEU0,MWES1N20
HGK2-HGH3,CPES10K22
HGN2-HGH3,CPES8N22
HGU2-HGH3,CPES6U22
HGZ2-HGH3,CPES3Z22
HGZ9-HGU0,CPES9Z19
HGQ9-HGU3,CPES49Q19
HGU9-HGU3,CPES48U19
HGV9-HGU3,CPES47V19
HGX9-HGU3,CPES46X19
HGZ9-HGU3,CPES45Z19
HGF0-HGU3,CPES44F20
HGG0-HGU3,CPES43G20
HGH0-HGU3,CPES42H20
HGJ0-HGU3,CPES41J20
HGK0-HGU3,CPES40K20
HGN1-HGU3,CPES26N21
HGU1-HGU3,CPES24U21
HGZ1-HGU3,CPES21Z21
HGH2-HGU3,CPES18H22
HGK2-HGU3,CPES16K22
HGN2-HGU3,CPES14N22
HGU2-HGU3,CPES12U22
HGZ2-HGU3,CPES9Z22
HGH3-HGU3,CPES6H23
HGK3-HGU3,CPES4K23
HGN3-HGU3,CPES2N23
HGM0-HGU3,CPES39M20
HGN0-HGU3,CPES38N20
HGQ0-HGU3,CPES37Q20
HGU0-HGU3,CPES36U20
HGZ0-HGU3,CPES33Z20
HGH1-HGU3,CPES30H21
HGU9-HGN1,CPES22U19
HGZ9-HGN1,CPES19Z19
HGK1-HGU3,CPES28K21
HGU3-HGK4,CPES8U23
HGZ3-HGK4,CPES5Z23
HGH4-HGK4,CPES2H24
HGH0-HGN0,CPES4H20
HGK1-HGN1,CPES2K21
HGH0-HGN1,CPES16H20
HGK0-HGN1,CPES14K20
HGN0-HGN1,CPES12N20
HGU0-HGN1,CPES10U20
HGZ0-HGN1,CPES7Z20
HGH1-HGN1,CPES4H21
HGZ2-HGH4,CPES15Z22
HGH3-HGH4,CPES12H23
HGQ9-HGU2,CPES37Q19
HGU9-HGU2,CPES36U19
HGZ9-HGU2,CPES33Z19
HGK3-HGH4,CPES10K23
HGH0-HGU2,CPES30H20
HGK0-HGU2,CPES28K20
HGN0-HGU2,CPES26N20
HGU0-HGU2,CPES24U20
HGZ0-HGU2,CPES21Z20
HGN3-HGH4,CPES8N23
HGH1-HGU2,CPES18H21
HGU3-HGH4,CPES6U23
HGK1-HGU2,CPES16K21
HGZ3-HGH4,CPES3Z23
HGN1-HGU2,CPES14N21
HGG0-HGH1,CPES13G20
HGU1-HGU2,CPES12U21
HGZ1-HGU2,CPES9Z21
HGH2-HGU2,CPES6H22
HGK2-HGU2,CPES4K22
HGQ9-HGH3,CPES43Q19
HGU9-HGH3,CPES42U19
HGV9-HGH3,CPES41V19
HGN2-HGU2,CPES2N22
HGG0-HGK1,CPES15G20
HGM0-HGH4,CPES45M20
HGG0-HGN1,CPES17G20
HGG0-HGU1,CPES19G20
HGN0-HGH4,CPES44N20
HGQ0-HGH4,CPES43Q20
HGU0-HGH4,CPES42U20
HGV0-HGH4,CPES41V20
HGX0-HGH4,CPES40X20
HGX9-HGH3,CPES40X19
HGZ0-HGH4,CPES39Z20
HGF1-HGH4,CPES38F21
HGG1-HGH4,CPES37G21
HGZ9-HGH3,CPES39Z19
HGF0-HGH3,CPES38F20
HGG0-HGH3,CPES37G20
HGH1-HGH4,CPES36H21
HGK1-HGH4,CPES34K21
HGN1-HGH4,CPES32N21
HGH0-HGH3,CPES36H20
HGQ9-HGK4,CPES57Q19
HGU1-HGH4,CPES30U21
HGZ1-HGH4,CPES27Z21
HGU9-HGK4,CPES56U19
HGK0-HGH3,CPES34K20
HGN0-HGH3,CPES32N20
HGU0-HGH3,CPES30U20
HGZ0-HGH3,CPES27Z20
HGH1-HGH3,CPES24H21
HGK1-HGH3,CPES22K21
HGG0-HGZ1,CPES22G20
HGN1-HGH3,CPES20N21
HGU1-HGH3,CPES18U21
HGZ1-HGH3,CPES15Z21
HGH2-HGH3,CPES12H22
HGH2-HGH4,CPES24H22
HGG0-HGH2,CPES25G20
HGK2-HGH4,CPES22K22
HGV9-HGK4,CPES55V19
HGN2-HGH4,CPES20N22
HGU2-HGH4,CPES18U22
HGQ9-HGH4,CPES55Q19
HGU9-HGH4,CPES54U19
HGX9-HGK4,CPES54X19
HGZ9-HGK4,CPES53Z19
HGV9-HGH4,CPES53V19
HGX9-HGH4,CPES52X19
HGZ9-HGH4,CPES51Z19
HGF0-HGH4,CPES50F20
HGQ9-HGG0,CPES6Q19
HGG0-HGH4,CPES49G20
HGH0-HGH4,CPES48H20
HGF0-HGK4,CPES52F20
HGG0-HGK4,CPES51G20
HGH0-HGK4,CPES50H20
HGU9-HGG0,CPES5U19
HGJ0-HGH4,CPES47J20
HGK0-HGH4,CPES46K20
HGV9-HGG0,CPES4V19
HGX9-HGG0,CPES3X19
HGZ9-HGG0,CPES2Z19
HGJ0-HGK4,CPES49J20
HGF0-HGG0,CPES1F20
HGK0-HGK4,CPES48K20
HGG0-HGK2,CPES27G20
HGG0-HGN2,CPES29G20
HGG0-HGU2,CPES31G20
HGG0-HGZ2,CPES34G20
HGM0-HGK4,CPES47M20
HGN0-HGK4,CPES46N20
HGQ0-HGK4,CPES45Q20
HGU0-HGK4,CPES44U20
HGX0-HGK4,CPES42X20
HGN0-HGM1,CPES11N20
HGQ0-HGM1,CPES10Q20
HGZ9-HGK1,CPES17Z19
HGH0-HGK1,CPES14H20
HGV0-HGK4,CPES43V20
HGK0-HGK1,CPES12K20
HGN0-HGK1,CPES10N20
HGH3-HGK4,CPES14H23
HGK3-HGK4,CPES12K23
HGN3-HGK4,CPES10N23
HGU0-HGM1,CPES9U20
HGU0-HGK1,CPES8U20
HGV0-HGM1,CPES8V20
HGZ0-HGK1,CPES5Z20
HGH1-HGK1,CPES2H21
HGX0-HGM1,CPES7X20
HGZ9-HGN0,CPES7Z19
HGZ0-HGM1,CPES6Z20
HGF1-HGM1,CPES5F21
HGG1-HGM1,CPES4G21
HGZ0-HGK4,CPES41Z20
HGF1-HGK4,CPES40F21
HGG1-HGK4,CPES39G21
HGH1-HGK4,CPES38H21
HGJ1-HGK4,CPES37J21
HGK1-HGK4,CPES36K21
HGN1-HGK4,CPES34N21
HGU1-HGK4,CPES32U21
HGQ9-HGM1,CPES22Q19
HGZ1-HGK4,CPES29Z21
HGH2-HGK4,CPES26H22
HGK2-HGK4,CPES24K22
HGU9-HGK1,CPES20U19
HGN2-HGK4,CPES22N22
HGU9-HGM1,CPES21U19
HGV9-HGM1,CPES20V19
HGH1-HGM1,CPES3H21
HGU2-HGK4,CPES20U22
HGZ2-HGK4,CPES17Z22
HGJ1-HGM1,CPES2J21
HGK1-HGM1,CPES1K21
HGX9-HGZ0,CPES13X19
HGM1-HGN1,CPES1M21
HGU9-HGH2,CPES30U19
HGZ9-HGH2,CPES27Z19
HGH0-HGH2,CPES24H20
HGG0-HGH0,CPES1G20
HGK0-HGH2,CPES22K20
HGM1-HGH3,CPES21M21
HGM1-HGK3,CPES23M21
HGG0-HGK0,CPES3G20
HGM1-HGN3,CPES25M21
HGM1-HGU3,CPES27M21
HGM1-HGU1,CPES3M21
HGM1-HGZ1,CPES6M21
HGM1-HGH2,CPES9M21
HGG0-HGN0,CPES5G20
HGM1-HGK2,CPES11M21
HGG0-HGU0,CPES7G20
HGM1-HGN2,CPES13M21
HGN0-HGH2,CPES20N20
HGG0-HGZ0,CPES10G20
HGU0-HGH2,CPES18U20
HGX9-HGH1,CPES16X19
HGZ0-HGH2,CPES15Z20
HGH1-HGH2,CPES12H21
HGM1-HGU2,CPES15M21
HGM1-HGZ2,CPES18M21
HGM1-HGZ3,CPES30M21
HGK1-HGH2,CPES10K21
HGU9-HGK3,CPES44U19
HGM1-HGH4,CPES33M21
HGN1-HGH2,CPES8N21
HGU1-HGH2,CPES6U21
HGM1-HGK4,CPES35M21
HGZ1-HGH2,CPES3Z21
HGX9-HGN1,CPES20X19
HGV9-HGK3,CPES43V19
HGX9-HGK3,CPES42X19
HGZ9-HGK3,CPES41Z19
HGX9-HGK1,CPES18X19
HGX9-HGU1,CPES22X19
HGX9-HGZ1,CPES25X19
HGX9-HGH2,CPES28X19
HGQ9-HGZ2,CPES40Q19
HGU9-HGZ2,CPES39U19
HGV9-HGZ2,CPES38V19
HGX9-HGK2,CPES30X19
HGX9-HGZ2,CPES37X19
HGZ9-HGZ2,CPES36Z19
HGH0-HGZ2,CPES33H20
HGK0-HGZ2,CPES31K20
HGN0-HGZ2,CPES29N20
HGU0-HGZ2,CPES27U20
HGZ0-HGZ2,CPES24Z20
HGH1-HGZ2,CPES21H21
HGK1-HGZ2,CPES19K21
HGN1-HGZ2,CPES17N21
HGU1-HGZ2,CPES15U21
HGZ1-HGZ2,CPES12Z21
HGH2-HGZ2,CPES9H22
HGK2-HGZ2,CPES7K22
HGN2-HGZ2,CPES5N22
HGU2-HGZ2,CPES3U22
HGF0-HGK3,CPES40F20
HGX9-HGM1,CPES19X19
HGG0-HGK3,CPES39G20
HGH0-HGK3,CPES38H20
HGJ0-HGK3,CPES37J20
HGU9-HGN0,CPES10U19
HGX9-HGN2,CPES32X19
HGX9-HGU2,CPES34X19
HGK0-HGK3,CPES36K20
HGG1-HGZ1,CPES10G21
HGG1-HGH2,CPES13G21
HGG1-HGK2,CPES15G21
HGG1-HGN2,CPES17G21
HGM0-HGG1,CPES8M20
HGM0-HGK1,CPES11M20
HGM0-HGN1,CPES13M20
HGM0-HGU1,CPES15M20
HGM0-HGZ1,CPES18M20
HGM0-HGH2,CPES21M20
HGM0-HGK2,CPES23M20
HGN0-HGG1,CPES7N20
HGQ0-HGG1,CPES6Q20
HGM0-HGN2,CPES25M20
HGV0-HGG1,CPES4V20
HGM0-HGU2,CPES27M20
HGM0-HGZ2,CPES30M20
HGM0-HGH3,CPES33M20
HGM0-HGK3,CPES35M20
HGQ9-HGX9,CPES3Q19
HGU9-HGX9,CPES2U19
HGZ9-HGM1,CPES18Z19
HGQ9-HGM0,CPES10Q19
HGU9-HGM0,CPES9U19
HGV9-HGM0,CPES8V19
HGX9-HGM0,CPES7X19
HGZ9-HGM0,CPES6Z19
HGF0-HGM0,CPES5F20
HGF0-HGM1,CPES17F20
HGG0-HGM0,CPES4G20
HGH0-HGM0,CPES3H20
HGJ0-HGM0,CPES2J20
HGV9-HGX9,CPES1V19
HGK0-HGM0,CPES1K20
HGX9-HGZ9,CPES1X19
HGU0-HGG1,CPES5U20
HGM0-HGN0,CPES1M20
HGM0-HGU0,CPES3M20
HGM0-HGZ0,CPES6M20
HGX9-HGH0,CPES4X19
HGM0-HGH1,CPES9M20
HGG0-HGM1,CPES16G20
HGX0-HGG1,CPES3X20
HGZ9-HGG1,CPES14Z19
HGF0-HGG1,CPES13F20
HGG0-HGG1,CPES12G20
HGG1-HGU2,CPES19G21
HGG1-HGZ2,CPES22G21
HGG1-HGH3,CPES25G21
HGG1-HGK3,CPES27G21
HGH0-HGM1,CPES15H20
HGU9-HGU1,CPES24U19
HGG1-HGN3,CPES29G21
HGG1-HGU3,CPES31G21
HGG1-HGZ3,CPES34G21
HGJ0-HGG1,CPES10J20
HGH0-HGG1,CPES11H20
HGX9-HGK0,CPES6X19
HGZ9-HGU1,CPES21Z19
HGH0-HGU1,CPES18H20
HGK0-HGU1,CPES16K20
HGX9-HGN0,CPES8X19
HGJ0-HGM1,CPES14J20
HGK0-HGG1,CPES9K20
HGZ0-HGG1,CPES2Z20
HGF1-HGG1,CPES1F21
HGG1-HGH1,CPES1G21
HGQ9-HGG1,CPES18Q19
HGU9-HGG1,CPES17U19
HGV9-HGG1,CPES16V19
HGX9-HGG1,CPES15X19
HGK0-HGN0,CPES2K20
HGG1-HGK1,CPES3G21
HGK0-HGM1,CPES13K20
HGN0-HGU1,CPES14N20
HGM0-HGM1,CPES12M20
HGG1-HGN1,CPES5G21
HGG1-HGU1,CPES7G21
HGX9-HGU0,CPES10X19
HGU0-HGU1,CPES12U20
HGZ0-HGU1,CPES9Z20
HGH1-HGU1,CPES6H21
HGK1-HGU1,CPES4K21
HGN1-HGU1,CPES2N21
HGK0-HGU0,CPES4K20
HGN0-HGU0,CPES2N20
HGU9-HGU0,CPES12U19
HGN0-HGK3,CPES34N20
HGU0-HGK3,CPES32U20
HGX0-HGN4,CPES44X20
HGZ0-HGN4,CPES43Z20
HGF1-HGN4,CPES42F21
HGZ0-HGK3,CPES29Z20
HGG1-HGN4,CPES41G21
HGH0-HGU0,CPES6H20
HGN1-HGN4,CPES36N21
HGH2-HGN4,CPES28H22
HGU1-HGN4,CPES34U21
HGH1-HGK3,CPES26H21
HGZ1-HGN4,CPES31Z21
HGK2-HGN4,CPES26K22
HGK1-HGK3,CPES24K21
HGN1-HGK3,CPES22N21
HGN2-HGN4,CPES24N22
HGU2-HGN4,CPES22U22
HGU9-HGN4,CPES58U19
HGU1-HGK3,CPES20U21
HGZ1-HGK3,CPES17Z21
HGV9-HGN4,CPES57V19
HGQ0-HGN4,CPES47Q20
HGX9-HGN4,CPES56X19
HGU0-HGN4,CPES46U20
HGQ9-HGJ1,CPES20Q19
HGU9-HGJ1,CPES19U19
HGV9-HGJ1,CPES18V19
HGX9-HGJ1,CPES17X19
HGJ1-HGK1,CPES1J21
HGJ1-HGN1,CPES3J21
HGJ1-HGU1,CPES5J21
HGJ1-HGZ1,CPES8J21
HGJ1-HGH2,CPES11J21
HGJ1-HGK2,CPES13J21
HGJ1-HGN2,CPES15J21
HGJ1-HGU2,CPES17J21
HGJ1-HGZ2,CPES20J21
HGJ1-HGH3,CPES23J21
HGJ1-HGK3,CPES25J21
HGJ1-HGN3,CPES27J21
HGJ1-HGU3,CPES29J21
HGJ1-HGZ3,CPES32J21
HGJ1-HGH4,CPES35J21
HGH0-HGZ0,CPES9H20
HGV0-HGN4,CPES45V20
HGU9-HGZ0,CPES15U19
HGU0-HGZ0,CPES3U20
HGK0-HGZ0,CPES7K20
HGZ9-HGZ0,CPES12Z19
HGN0-HGZ0,CPES5N20
HGZ9-HGJ1,CPES16Z19
HGQ9-HGZ3,CPES52Q19
HGU9-HGZ3,CPES51U19
HGV9-HGZ3,CPES50V19
HGX9-HGZ3,CPES49X19
HGZ9-HGZ3,CPES48Z19
HGF0-HGJ1,CPES15F20
HGG0-HGJ1,CPES14G20
HGU2-HGZ3,CPES15U22
HGZ2-HGZ3,CPES12Z22
HGH3-HGZ3,CPES9H23
HGK3-HGZ3,CPES7K23
HGN3-HGZ3,CPES5N23
HGU3-HGZ3,CPES3U23
HGH2-HGK3,CPES14H22
HGF0-HGZ3,CPES47F20
HGG0-HGZ3,CPES46G20
HGH0-HGZ3,CPES45H20
HGJ0-HGZ3,CPES44J20
HGK0-HGZ3,CPES43K20
HGH1-HGN4,CPES40H21
HGQ0-HGZ3,CPES40Q20
HGU0-HGZ3,CPES39U20
HGV0-HGZ3,CPES38V20
HGJ1-HGN4,CPES39J21
HGX0-HGZ3,CPES37X20
HGH0-HGJ1,CPES13H20
HGZ0-HGZ3,CPES36Z20
HGH1-HGZ3,CPES33H21
HGK1-HGZ3,CPES31K21
HGJ0-HGJ1,CPES12J20
HGN1-HGZ3,CPES29N21
HGK0-HGJ1,CPES11K20
HGU1-HGZ3,CPES27U21
HGZ1-HGZ3,CPES24Z21
HGM0-HGJ1,CPES10M20
HGK1-HGN4,CPES38K21
HGN0-HGJ1,CPES9N20
HGQ0-HGJ1,CPES8Q20
HGM0-HGZ3,CPES42M20
HGM1-HGN4,CPES37M21
HGN0-HGZ3,CPES41N20
HGU0-HGJ1,CPES7U20
HGZ2-HGN4,CPES19Z22
HGV0-HGJ1,CPES6V20
HGH3-HGN4,CPES16H23
HGX0-HGJ1,CPES5X20
HGZ0-HGJ1,CPES4Z20
HGF1-HGJ1,CPES3F21
HGG1-HGJ1,CPES2G21
HGH1-HGJ1,CPES1H21
HGH2-HGZ3,CPES21H22
HGK2-HGZ3,CPES19K22
HGN2-HGZ3,CPES17N22
HGK3-HGN4,CPES14K23
HGN3-HGN4,CPES12N23
HGZ9-HGN4,CPES55Z19
HGF0-HGN4,CPES54F20
HGU3-HGN4,CPES10U23
HGZ3-HGN4,CPES7Z23
HGK4-HGN4,CPES2K24
HGH4-HGN4,CPES4H24
HGQ9-HGN4,CPES59Q19
HGG0-HGN4,CPES53G20
HGH0-HGN4,CPES52H20
HGJ0-HGN4,CPES51J20
HGK0-HGN4,CPES50K20
HGN0-HGN4,CPES48N20
HGM0-HGN4,CPES49M20
HGK2-HGK3,CPES12K22
HGU9-HGH0,CPES6U19
HGZ9-HGH0,CPES3Z19
HGN2-HGK3,CPES10N22
HGU2-HGK3,CPES8U22
HGV9-HGN0,CPES9V19
HGV9-HGU0,CPES11V19
HGV9-HGZ0,CPES14V19
HGV9-HGH1,CPES17V19
HGV9-HGK1,CPES19V19
HGQ9-HGV9,CPES2Q19
HGU9-HGV9,CPES1U19
HGV9-HGN1,CPES21V19
HGV9-HGU1,CPES23V19
HGV9-HGZ1,CPES26V19
HGV9-HGH2,CPES29V19
HGV9-HGK2,CPES31V19
HGV9-HGN2,CPES33V19
HGV9-HGU2,CPES35V19
HGV9-HGZ9,CPES2V19
HGV9-HGH0,CPES5V19
HGV9-HGK0,CPES7V19
HGH3-HGK3,CPES2H23
HGZ2-HGK3,CPES5Z22
HGQ0-HGU1,CPES13Q20
HGQ0-HGH2,CPES19Q20
HGQ0-HGZ1,CPES16Q20
HGQ0-HGK2,CPES21Q20
HGQ0-HGN2,CPES23Q20
HGQ0-HGU2,CPES25Q20
HGQ0-HGZ2,CPES28Q20
HGQ0-HGH3,CPES31Q20
HGQ0-HGK3,CPES33Q20
HGQ0-HGN3,CPES35Q20
HGK0-HGQ0,CPES3K20
HGM0-HGQ0,CPES2M20
HGN0-HGQ0,CPES1N20
HGQ0-HGU0,CPES1Q20
HGQ0-HGZ0,CPES4Q20
HGN1-HGZ1,CPES5N21
HGU9-HGK2,CPES32U19
HGQ9-HGQ0,CPES12Q19
HGZ9-HGK2,CPES29Z19
HGU9-HGQ0,CPES11U19
HGQ0-HGH1,CPES7Q20
HGQ0-HGK1,CPES9Q20
HGQ0-HGN1,CPES11Q20
HGV9-HGQ0,CPES10V19
HGX9-HGQ0,CPES9X19
HGF0-HGQ0,CPES7F20
HGZ9-HGQ0,CPES8Z19
HGU1-HGZ1,CPES3U21
HGG0-HGQ0,CPES6G20
HGH0-HGQ0,CPES5H20
HGJ0-HGQ0,CPES4J20
HGH2-HGN2,CPES4H22
HGK2-HGN2,CPES2K22
HGH0-HGK2,CPES26H20
HGK0-HGK2,CPES24K20
HGN0-HGK2,CPES22N20
HGU0-HGK2,CPES20U20
HGZ0-HGK2,CPES17Z20
HGH1-HGK2,CPES14H21
HGK1-HGK2,CPES12K21
HGU9-HGZ1,CPES27U19
HGZ9-HGZ1,CPES24Z19
HGH0-HGZ1,CPES21H20
HGK0-HGZ1,CPES19K20
HGN0-HGZ1,CPES17N20
HGU0-HGZ1,CPES15U20
HGK1-HGN2,CPES14K21
HGN1-HGN2,CPES12N21
HGU1-HGN2,CPES10U21
HGZ1-HGN2,CPES7Z21
HGN1-HGK2,CPES10N21
HGU1-HGK2,CPES8U21
HGZ1-HGK2,CPES5Z21
HGH2-HGK2,CPES2H22
HGZ0-HGZ1,CPES12Z20
HGH1-HGZ1,CPES9H21
HGK1-HGZ1,CPES7K21
HGU9-HGN2,CPES34U19
HGZ9-HGN2,CPES31Z19
HGH0-HGN2,CPES28H20
HGK0-HGN2,CPES26K20
HGN0-HGN2,CPES24N20
HGU0-HGN2,CPES22U20
HGZ0-HGN2,CPES19Z20
HGH1-HGN2,CPES16H21
HGN1-HGN3,CPES24N21
HGF1-HGK2,CPES16F21
HGF1-HGN2,CPES18F21
HGU1-HGN3,CPES22U21
HGZ1-HGN3,CPES19Z21
HGH0-HGN3,CPES40H20
HGJ0-HGN3,CPES39J20
HGF1-HGU2,CPES20F21
HGF1-HGZ2,CPES23F21
HGK0-HGN3,CPES38K20
HGM0-HGN3,CPES37M20
HGH2-HGN3,CPES16H22
HGK2-HGN3,CPES14K22
HGN2-HGN3,CPES12N22
HGU2-HGN3,CPES10U22
HGZ2-HGN3,CPES7Z22
HGN0-HGN3,CPES36N20
HGU0-HGN3,CPES34U20
HGH3-HGN3,CPES4H23
HGK3-HGN3,CPES2K23
HGQ9-HGN3,CPES47Q19
HGU9-HGN3,CPES46U19
HGV9-HGN3,CPES45V19
HGX9-HGN3,CPES44X19
HGZ9-HGN3,CPES43Z19
HGF0-HGN3,CPES42F20
HGG0-HGN3,CPES41G20
HGZ0-HGN3,CPES31Z20
HGH1-HGN3,CPES28H21
HGK1-HGN3,CPES26K21
HGQ9-HGF1,CPES17Q19
HGU9-HGF1,CPES16U19
HGF0-HGF1,CPES12F20
HGG0-HGF1,CPES11G20
HGH0-HGF1,CPES10H20
HGJ0-HGF1,CPES9J20
HGQ9-HGK3,CPES45Q19
HGK0-HGF1,CPES8K20
HGM0-HGF1,CPES7M20
HGN0-HGF1,CPES6N20
HGQ0-HGF1,CPES5Q20
HGU0-HGF1,CPES4U20
HGF1-HGH3,CPES26F21
HGF1-HGK3,CPES28F21
HGF1-HGN3,CPES30F21
HGF1-HGU3,CPES32F21
HGF1-HGZ3,CPES35F21
HGV9-HGF1,CPES15V19
HGX9-HGF1,CPES14X19
HGZ9-HGF1,CPES13Z19
HGV0-HGF1,CPES3V20
HGX0-HGF1,CPES2X20
HGZ0-HGF1,CPES1Z20
HGF1-HGH1,CPES2F21
HGF1-HGK1,CPES4F21
HGF1-HGN1,CPES6F21
HGF1-HGU1,CPES8F21
HGF1-HGZ1,CPES11F21
HGF1-HGH2,CPES14F21
HGQ9-HGV0,CPES14Q19
HGV0-HGZ2,CPES26V20
HGV0-HGH3,CPES29V20
HGV0-HGK3,CPES31V20
HGV0-HGN3,CPES33V20
HGV0-HGU3,CPES35V20
HGU9-HGV0,CPES13U19
HGV9-HGV0,CPES12V19
HGX9-HGV0,CPES11X19
HGZ9-HGV0,CPES10Z19
HGF0-HGV0,CPES9F20
HGG0-HGV0,CPES8G20
HGH0-HGV0,CPES7H20
HGJ0-HGV0,CPES6J20
HGK0-HGV0,CPES5K20
HGQ0-HGV0,CPES2Q20
HGN0-HGV0,CPES3N20
HGM0-HGV0,CPES4M20
HGU0-HGV0,CPES1U20
HGV0-HGZ0,CPES2V20
HGV0-HGH1,CPES5V20
HGV0-HGK1,CPES7V20
HGV0-HGN1,CPES9V20
HGV0-HGU1,CPES11V20
HGV0-HGZ1,CPES14V20
HGV0-HGH2,CPES17V20
HGV0-HGK2,CPES19V20
HGV0-HGN2,CPES21V20
HGV0-HGU2,CPES23V20
HGQ9-HGU9,CPES1Q19
HGQ9-HGZ9,CPES4Q19
HGQ9-HGH0,CPES7Q19
HGQ9-HGK0,CPES9Q19
HGU9-HGK0,CPES8U19
HGZ9-HGK0,CPES5Z19
HGH0-HGK0,CPES2H20
HGQ9-HGN0,CPES11Q19
HGQ9-HGU0,CPES13Q19
HGQ9-HGZ0,CPES16Q19
HGQ9-HGK1,CPES21Q19
HGQ9-HGN1,CPES23Q19
HGQ9-HGU1,CPES25Q19
HGQ9-HGZ1,CPES28Q19
HGQ9-HGH2,CPES31Q19
HGQ9-HGK2,CPES33Q19
HGQ9-HGN2,CPES35Q19
HGQ9-HGH1,CPES19Q19
HGQ9-HGJ0,CPES8Q19
HGJ0-HGZ2,CPES32J20
HGJ0-HGH3,CPES35J20
HGU9-HGJ0,CPES7U19
HGV9-HGJ0,CPES6V19
HGX9-HGJ0,CPES5X19
HGZ9-HGJ0,CPES4Z19
HGF0-HGJ0,CPES3F20
HGG0-HGJ0,CPES2G20
HGH0-HGJ0,CPES1H20
HGJ0-HGK0,CPES1J20
HGJ0-HGN0,CPES3J20
HGJ0-HGU0,CPES5J20
HGJ0-HGZ0,CPES8J20
HGJ0-HGH1,CPES11J20
HGJ0-HGK1,CPES13J20
HGJ0-HGN1,CPES15J20
HGJ0-HGU1,CPES17J20
HGJ0-HGZ1,CPES20J20
HGJ0-HGH2,CPES23J20
HGJ0-HGK2,CPES25J20
HGJ0-HGN2,CPES27J20
HGJ0-HGU2,CPES29J20
HGU9-HGH1,CPES18U19
HGU0-HGH1,CPES6U20
HGN0-HGH1,CPES8N20
HGZ9-HGH1,CPES15Z19
HGK0-HGH1,CPES10K20
HGZ0-HGH1,CPES3Z20
HGH0-HGH1,CPES12H20
HGV0-HGX0,CPES1V20
HGQ9-HGX0,CPES15Q19
HGU9-HGX0,CPES14U19
HGV9-HGX0,CPES13V19
HGX9-HGX0,CPES12X19
HGZ9-HGX0,CPES11Z19
HGX0-HGZ0,CPES1X20
HGX0-HGH1,CPES4X20
HGX0-HGK1,CPES6X20
HGF0-HGX0,CPES10F20
HGG0-HGX0,CPES9G20
HGH0-HGX0,CPES8H20
